459 29.2
476 32
530 22
560 15
630 17
760 12
780 13.3
800 13
880 12.6
900 22
971 15.5
1000    14.1
1100    17
1200    14.5
1277    17
1300    20
1360    14.9
1430    13.8
1460    16.3
1490    13.9
1580    11
1600    16.3
1700    15.6
1780    17.5
1800    17.2
1850    15.1
1900    12.5
1950    17.8
2000    20.7
2100    14.9
2120    16
2150    17.2
2200    20.8
2230    19.2
2300    15.5
2350    17.6
2400    23
2500    21
2650    20.5
2700    30.4
2800    16.3
2950    25
3000    28
3100    22.7
3150    25
3250    27.4
3300    23.4
3350    28.5
3400    27.5
3450    32
3550    31.4
3580    27.1
3700    22.3
3800    28.2
3900    42
4000    35
4200    38.9
4175    34.4
4100    37.2
3800    35.8
3500    34.8
3200    31.1
3000    26
2800    23.3
2600    22.1
2400    15.7
2200    15.8
2050    16.7
1800    17.8
1600    14.9
1400    16.3
1200    15.5
1000    14.7
850 11.8
650 13
500 14.8
450 44.4
450 37.4

